MAAKOND;VALD;LINN/ ALEV/ ALEVIK/ KÜLA;TÄNAV/TALU;AADRESSILIIK;MAJAALGUS;MAJALOPP;SIHTNUMBER
"Harju";"";"Tallinn";"Soone";"linn";"0";"9999";"12616"
"Harju";"";"Tallinn";"Sõõru";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Sõpruse pst";"linn";"1";"31";"10615"
"Harju";"";"Tallinn";"Sõpruse pst";"linn";"163";"177";"13413"
"Harju";"";"Tallinn";"Sõpruse pst";"linn";"209";"209";"13419"
"Harju";"";"Tallinn";"Sõpruse pst";"linn";"221";"221";"13422"
"Harju";"";"Tallinn";"Sõpruse pst";"linn";"253";"9999";"13414"
"Harju";"";"Tallinn";"Sõpruse pst";"linn";"227";"231";"13411"
"Harju";"";"Tallinn";"Sõpruse pst";"linn";"247";"247";"13420"
"Harju";"";"Tallinn";"Sõudebaasi tee";"linn";"0";"9999";"13517"
"Harju";"";"Tallinn";"Spordi";"linn";"4";"28";"11315"
"Harju";"";"Tallinn";"Suislepa tee";"linn";"0";"9999";"11912"
"Harju";"";"Tallinn";"Sule";"linn";"0";"9999";"11317"
"Harju";"";"Tallinn";"Suru";"linn";"0";"9999";"11913"
"Harju";"";"Tallinn";"Suur-Ameerika";"linn";"1";"9999";"10122"
"Harju";"";"Tallinn";"Suurekivi";"linn";"0";"9999";"11913"
"Harju";"";"Tallinn";"Suur-Karja";"linn";"2";"14";"10140"
"Harju";"";"Tallinn";"Suur-Kloostri";"linn";"0";"9999";"10133"
"Harju";"";"Tallinn";"Suur-Patarei";"linn";"0";"9999";"10415"
"Harju";"";"Tallinn";"Suurtüki";"linn";"1";"1";"10133"
"Harju";"";"Tallinn";"Suurtüki";"linn";"6";"10";"10412"
"Harju";"";"Tallinn";"Suvila";"linn";"1";"11";"10912"
"Harju";"";"Tallinn";"Suvila";"linn";"4";"14";"10913"
"Harju";"";"Tallinn";"Taara";"linn";"15";"23A";"10918"
"Harju";"";"Tallinn";"Taara";"linn";"30";"34";"10920"
"Harju";"";"Tallinn";"Taara";"linn";"33";"9999";"10911"
"Harju";"";"Tallinn";"Tähe";"linn";"1";"21";"11619"
"Harju";"";"Tallinn";"Tähe";"linn";"23";"27A";"11618"
"Harju";"";"Tallinn";"Tallinna";"linn";"0";"9999";"11624"
"Harju";"";"Tallinn";"Talviku";"linn";"0";"9999";"13426"
"Harju";"";"Tallinn";"Tammepärja";"linn";"0";"9999";"10922"
"Harju";"";"Tallinn";"Täpiku";"linn";"0";"9999";"11913"
"Harju";"";"Tallinn";"Tarna";"linn";"0";"9999";"10618"
"Harju";"";"Tallinn";"Tartu mnt";"linn";"15";"25";"10117"
"Harju";"";"Tallinn";"Toome pst";"linn";"1";"29";"10912"
"Harju";"";"Tallinn";"Toome pst";"linn";"42";"9999";"10913"
"Harju";"";"Tallinn";"Toom-Kooli";"linn";"1";"9999";"10130"
"Harju";"";"Tallinn";"Toompea";"linn";"2";"9999";"10142"
"Harju";"";"Tallinn";"Toompuiestee";"linn";"2";"6";"10142"
"Harju";"";"Tallinn";"Toompuiestee";"linn";"15A";"15A";"10137"
"Harju";"";"Tallinn";"Tööstuse";"linn";"1";"33";"10413"
"Harju";"";"Tallinn";"Tööstuse";"linn";"35";"43";"10411"
"Harju";"";"Tallinn";"Tööstuse";"linn";"44";"9999";"10416"
"Harju";"";"Tallinn";"Tornimäe";"linn";"2";"9999";"10145"
"Harju";"";"Tallinn";"Torupilli ots";"linn";"2";"9999";"10113"
"Harju";"";"Tallinn";"Trummi";"linn";"1";"7";"12616"
"Harju";"";"Paldiski";"Leetse tee";"linn";"0";"9999";"76806"
"Harju";"Saku";"Männiku";"Männiku tee";"küla";"0";"9999";"75511"
"Harju";"Saku";"Männiku";"Tamme tee";"küla";"0";"9999";"75511"
"Harju";"Saku";"Männiku";"Teaduse";"küla";"0";"9999";"75511"
"Harju";"Saku";"Männiku";"Tiigi";"küla";"0";"9999";"75511"
"Harju";"Saku";"Männiku";"Tormi";"küla";"0";"9999";"75511"
"Harju";"Saku";"Männiku";"Tuule tee";"küla";"0";"9999";"75511"
"Harju";"Harku";"Muraste";"Raba tee";"küla";"0";"9999";"76905"
"Harju";"Kuusalu";"Kiiu-Aabla";"Mere";"küla";"0";"9999";"74720"
"Harju";"";"Tallinn";"Veskiposti";"linn";"0";"9999";"10138"
"Harju";"";"Tallinn";"Pärnu mnt";"linn";"110";"110";"11313"
"Harju";"Harku";"Muraste";"Hansu";"küla";"0";"9999";"76905"
"Harju";"";"Tallinn";"E. Vilde tee";"linn";"76";"76";"12912"
"Harju";"Kose";"Kose-Uuemõisa";"Jõe";"alevik";"0";"9999";"75102"
"Harju";"Kose";"Kose-Uuemõisa";"Kaevu";"alevik";"0";"9999";"75102"
"Harju";"Kose";"Kose-Uuemõisa";"Kalda";"alevik";"0";"9999";"75102"
"Harju";"Kose";"Kose-Uuemõisa";"Kase";"alevik";"0";"9999";"75102"
"Harju";"Kose";"Kose-Uuemõisa";"Metsa";"alevik";"0";"9999";"75102"
"Harju";"Kose";"Kose-Uuemõisa";"Pargi";"alevik";"0";"9999";"75102"
"Harju";"Kose";"Kose-Uuemõisa";"Põllu";"alevik";"0";"9999";"75102"
"Harju";"Kose";"Kose-Uuemõisa";"Sauna";"alevik";"0";"9999";"75102"
"Harju";"Vasalemma";"Ämari";"Kooli";"alevik";"0";"9999";"76102"
"Harju";"";"Tallinn";"Sõle";"linn";"27A/1";"27A/1";"10614"
"Harju";"Keila";"Laulasmaa";"Kalda tee";"küla";"0";"9999";"76702"
"Harju";"Rae";"Jüri";"Keskuse";"alevik";"0";"9999";"75301"
"Harju";"Kiili";"Luige";"Männi";"küla";"0";"9999";"75404"
"Harju";"Saue";"Valingu";"Puiestee";"küla";"0";"9999";"76615"
"Harju";"Viimsi";"Muuga";"Kordoni põik";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Kordoni tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Kungla tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Kuusekännu tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Laanelohu tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Lasti tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Lepakännu tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Loosivälja tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Meriste tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Metsaserva tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Mustasauna tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Muuga põik";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Muuga tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Ojakääru tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Proosi tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Puhkuse tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Randoja tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Roonurme tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Soonetalu tee";"küla";"0";"0";"74004"
"Harju";"Viimsi";"Muuga";"Taganõmme tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Tammekännu tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Uuetoa tee";"küla";"0";"9999";"74004"
"Harju";"Viimsi";"Muuga";"Ühenduse tee";"küla";"0";"9999";"74004"
"Harju";"Saku";"Männiku";"Käbliku tee";"küla";"0";"9999";"75511"
"Harju";"Saku";"Männiku";"Liivaku tee";"küla";"0";"9999";"75511"
"Harju";"Saku";"Männiku";"Nõlvaku tee";"küla";"0";"9999";"75511"
"Harju";"Saku";"Männiku";"Raba tee";"küla";"0";"9999";"75511"
"Harju";"Saku";"Männiku";"Tiiru põik";"küla";"0";"9999";"75511"
"Harju";"Saku";"Männiku";"Tiiru tee";"küla";"0";"9999";"75511"
"Harju";"Saku";"Männiku";"Tooma tee";"küla";"0";"9999";"75511"
"Harju";"Saku";"Männiku";"Trapi põik";"küla";"0";"9999";"75511"
"Harju";"Saku";"Männiku";"Trapi tee";"küla";"0";"9999";"75511"
"Harju";"Saku";"Männiku";"Vindi tee";"küla";"0";"9999";"75511"
"Harju";"Viimsi";"Naissaare";"Haldja tee";"küla";"0";"9999";"74001"
"Harju";"Viimsi";"Naissaare";"Miini tee";"küla";"0";"9999";"74001"
"Harju";"Viimsi";"Naissaare";"Männiku tee";"küla";"0";"9999";"74001"
"Harju";"Harku";"Vaila";"Põrgupõhja tee";"küla";"0";"9999";"76917"
"Harju";"Harku";"Vaila";"Jahilossi tee";"küla";"0";"9999";"76917"
"Harju";"Harku";"Ilmandu";"Tilgu tee";"küla";"0";"9999";"76904"
"Harju";"Saku";"Jälgimäe";"Murimäe tee";"küla";"0";"9999";"76404"
"Harju";"Rae";"Järveküla";"Lõuna tee";"küla";"0";"9999";"75304"
"Harju";"Keila";"Kulna";"Kadaka tee";"küla";"0";"9999";"76613"
"Harju";"Keila";"Kulna";"Tamme tee";"küla";"0";"9999";"76613"
"Harju";"Keila";"Kulna";"Tammermaa põik";"küla";"0";"9999";"76613"
"Harju";"Keila";"Kulna";"Saare tee";"küla";"0";"9999";"76613"
"Harju";"Keila";"Kulna";"Tammermaa tee";"küla";"0";"9999";"76613"
"Harju";"Saku";"Juuliku";"Taevakaare tee";"küla";"0";"9999";"75512"
"Harju";"Viimsi";"Metsakasti";"Uuesauna tee";"küla";"0";"9999";"74019"
"Harju";"Viimsi";"Metsakasti";"Metsarahva tee";"küla";"0";"9999";"74019"
"Harju";"Viimsi";"Metsakasti";"Taganiidu tee";"küla";"0";"9999";"74019"
"Harju";"Rae";"Rae";"Roosipõõsa tee";"küla";"0";"9999";"75310"
"Harju";"Harku";"Muraste";"Merikotka";"küla";"0";"9999";"76905"
"Harju";"Harku";"Laabi";"Tööstuse tee";"küla";"0";"9999";"76922"
"Harju";"";"Tallinn";"Veerenni";"linn";"36G";"36G";"10138"
"Harju";"";"Tallinn";"Lemmiku";"linn";"2/4";"2/4";"10921"
"Harju";"";"Paldiski";"Lääne";"linn";"0";"9999";"76804"
"Harju";"";"Tallinn";"Narva mnt";"linn";"150/30";"150/30";"13628"
"Harju";"Saku";"Tänassilma";"Kokasauna tee";"küla";"0";"9999";"76406"
"Harju";"Keila";"Laulasmaa";"Tammiku tee";"küla";"0";"9999";"76702"
"Harju";"Kernu";"Haiba";"Karjatse tee";"küla";"0";"9999";"76301"
"Harju";"Kernu";"Haiba";"Kustja tee";"küla";"0";"9999";"76301"
"Harju";"Kernu";"Haiba";"Kuuse tee";"küla";"0";"9999";"76301"
"Harju";"Kernu";"Haiba";"Pargi tee";"küla";"0";"9999";"76301"
"Harju";"Kernu";"Haiba";"Pihlaka tee";"küla";"0";"9999";"76301"
"Harju";"Kernu";"Haiba";"Riisipere tee";"küla";"0";"9999";"76301"
"Harju";"Kernu";"Haiba";"Sireli tee";"küla";"0";"9999";"76301"
"Harju";"Kernu";"Haiba";"Suve tee";"küla";"0";"9999";"76301"
"Harju";"Kernu";"Haiba";"Tiigi tee";"küla";"0";"9999";"76301"
"Harju";"";"Tallinn";"Tiiu";"linn";"0";"9999";"10135"
"Harju";"";"Tallinn";"Pille";"linn";"0";"9999";"10135"
"Harju";"";"Tallinn";"Paepargi";"linn";"0";"9999";"11417"
"Harju";"Rae";"Peetri";"Tartu mnt";"küla";"171";"173";"75312"
"Harju";"";"Tallinn";"Sääse";"linn";"0";"9999";"12918"
"Harju";"";"Tallinn";"Tala";"linn";"0";"9999";"11415"
"Harju";"";"Tallinn";"Pikk";"linn";"61";"61";"15065"
"Harju";"Kose";"Kose";"Soone";"alevik";"1";"1";"75101"
"Harju";"Kose";"Kose";"Soone";"alevik";"4";"6";"75101"
"Harju";"Kiili";"Kiili";"Vaska";"alevik";"0";"9999";"75401"
"Harju";"Saku";"Tammejärve";"Viljandi mnt";"küla";"0";"9999";"75412"
"Harju";"Saku";"Kurtna";"Aasu tee";"küla";"0";"9999";"75518"
"Harju";"";"Tallinn";"Pirita postkontor, nõudmiseni";"linn";"0";"0";"11901"
"Harju";"Viimsi";"Laiaküla";"Pähklimänni tee";"küla";"0";"9999";"74008"
"Harju";"Viimsi";"Laiaküla";"Pärnamäe tee";"küla";"0";"9999";"74008"
"Harju";"Viimsi";"Laiaküla";"Viieaia tee";"küla";"0";"9999";"74008"
"Harju";"Viimsi";"Laiaküla";"Väike-Käspre tee";"küla";"0";"9999";"74008"
"Harju";"Viimsi";"Kelvingi";"Roo tee";"küla";"0";"9999";"74018"
"Harju";"";"Tallinn";"Veerise";"linn";"0";"9999";"13516"
"Harju";"Rae";"Peetri";"Allikaveski";"küla";"0";"9999";"75312"
"Harju";"Rae";"Peetri";"Vägeva põik";"küla";"0";"9999";"75312"
"Harju";"Rae";"Peetri";"Uusvägeva tee";"küla";"0";"9999";"75312"
"Harju";"Rae";"Peetri";"Tähnase tee";"küla";"0";"9999";"75312"
"Harju";"Rae";"Peetri";"Tuleviku tee";"küla";"0";"9999";"75312"
"Harju";"Rae";"Peetri";"Talvikese tee";"küla";"0";"9999";"75312"
"Harju";"Rae";"Peetri";"Raudkivi tee";"küla";"0";"9999";"75312"
"Harju";"Rae";"Peetri";"Reti põik";"küla";"0";"9999";"75312"
"Harju";"Rae";"Peetri";"Reti tee";"küla";"0";"9999";"75312"
"Harju";"";"Tallinn";"Kari";"linn";"31";"31";"10315"
"Harju";"";"Tallinn";"Sõbra";"linn";"32";"32";"10920"
"Harju";"Viimsi";"Haabneeme";"Laanekivi tee";"alevik";"0";"9999";"74001"
"Harju";"Viimsi";"Haabneeme";"Laanelille tee";"alevik";"0";"9999";"74001"
"Harju";"Viimsi";"Haabneeme";"Laaneserva tee";"alevik";"0";"9999";"74001"
"Harju";"Viimsi";"Haabneeme";"Lehtmetsa tee";"alevik";"0";"9999";"74001"
"Harju";"Viimsi";"Haabneeme";"Lehtpuu tee";"alevik";"0";"9999";"74001"
"Harju";"Viimsi";"Haabneeme";"Kurvi tee";"alevik";"0";"9999";"74001"
"Harju";"Viimsi";"Haabneeme";"Põldheina tee";"alevik";"0";"9999";"74001"
"Harju";"Viimsi";"Leppneeme";"Lepatriinu tee";"küla";"0";"9999";"74009"
"Harju";"Viimsi";"Pärnamäe";"Soosepa põik";"küla";"0";"9999";"74020"
"Harju";"";"Tallinn";"Pärnulõuka";"linn";"0";"9999";"11712"
"Harju";"";"Tallinn";"Pardiloigu";"linn";"0";"9999";"11712"
"Harju";"";"Tallinn";"Telliskivi";"linn";"51H";"51H";"10611"
"Harju";"Kuusalu";"Mustametsa";"Kangru talu";"küla";"0";"0";"74640"
"Harju";"Kuusalu";"Mustametsa";"Paju talu";"küla";"0";"0";"74640"
"Harju";"Kuusalu";"Mustametsa";"Vanaposti talu";"küla";"0";"0";"74640"
"Harju";"Kose";"Kose-Uuemõisa";"Tiigi";"alevik";"0";"9999";"75102"
"Harju";"Kose";"Kose-Uuemõisa";"Toominga";"alevik";"0";"9999";"75102"
"Harju";"Kose";"Kose-Uuemõisa";"Välja";"alevik";"0";"9999";"75102"
"Harju";"Saue";"Laagri";"Avamaa";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Hoiu";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Koru";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Koru põik";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Kuuse";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Kuuse põik";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Meelespea";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Metsa";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Metsa põik";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Männimetsa põik";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Männimetsa tee";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Nõlvaku";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Nõlvaku põik";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Pajude pst";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Pilliroo";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Pilliroo põik";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Pärnu mnt";"alevik";"499";"503";"76401"
"Harju";"Saue";"Laagri";"Põdrajanu";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Põdrajuure";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Põdrasambla";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Põdrasambla põik";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Põdratuka";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Rahnu";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Redise";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Rästiku";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Sae";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Salati";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Selleri";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Sillaku";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Suur-Tooma";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Tomati";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Tuleviku";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Udu";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Urva";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Uus-Pilliroo";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Vae";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Valga";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Vanasilla tee";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Vesikupu";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Vesiroosi";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Veskitammi";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Viljaku";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Väike-Tooma";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Kaali";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Katmiku";"alevik";"0";"9999";"76401"
"Harju";"Saue";"Laagri";"Kesk-Tooma";"alevik";"0";"9999";"76401"
"Harju";"";"Maardu";"Maagi";"linn";"0";"9999";"74114"
"Harju";"Raasiku";"Aruküla";"Aia";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Harju tee";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Jaama";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Järsi tee";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Kaasiku";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Kadaka";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Kase";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Kevade";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Kirsi";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Kuuse";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Künka";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Lepa";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Lille";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Linnu tee";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Maasika";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Männiku põik";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Männiku tee";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Nurme";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Nõmme tee";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Piiri";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Pirni";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Põhja";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Põllu";"alevik";"0";"9999";"75201"
"Harju";"Kose";"Kose";"Aasa";"alevik";"0";"9999";"75101"
"Harju";"Raasiku";"Aruküla";"Raja";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Raudtee";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Sarapiku tee";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Soo";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Staadioni";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Suvila";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Sõstra";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Tallinna mnt";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Talve tee";"alevik";"0";"9999";"75201"
"Harju";"Raasiku";"Aruküla";"Tamme";"alevik";"0";"9999";"75201"
"Harju";"Viimsi";"Püünsi";"Aasa põik";"küla";"0";"9999";"74013"
"Harju";"Harku";"Muraste";"Kolmiku";"küla";"0";"9999";"76905"
"Harju";"Harku";"Muraste";"Kolmikkaare";"küla";"0";"9999";"76905"
"Harju";"";"Keila";"Oja";"linn";"0";"9999";"76605"
"Harju";"";"Tallinn";"Kaarlepere";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Merinõela";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Meeliku";"linn";"0";"9999";"13915"
"Harju";"";"Tallinn";"Angerpisti";"linn";"0";"9999";"13915"
"Harju";"";"Tallinn";"Kiviriku";"linn";"0";"9999";"13915"
"Harju";"";"Tallinn";"Lavamaa";"linn";"0";"9999";"13915"
"Harju";"";"Tallinn";"Loopealse pst";"linn";"0";"9999";"13915"
"Harju";"";"Tallinn";"Marana";"linn";"0";"9999";"13915"
"Harju";"";"Tallinn";"Puju";"linn";"0";"9999";"13915"
"Harju";"Viimsi";"Randvere";"Karukämbla tee";"küla";"0";"9999";"74016"
"Harju";"Harku";"Harkujärve";"Tammekaare tee";"küla";"0";"9999";"76912"
"Harju";"Rae";"Järveküla";"Hansa tee";"küla";"0";"9999";"75304"
"Harju";"Rae";"Järveküla";"Hiiemäe tee põik";"küla";"0";"9999";"75304"
"Harju";"Rae";"Järveküla";"Kangru tee";"küla";"0";"9999";"75304"
"Harju";"Rae";"Järveküla";"Karja tee";"küla";"0";"9999";"75304"
"Harju";"Rae";"Järveküla";"Katku tee";"küla";"0";"9999";"75304"
"Harju";"Rae";"Järveküla";"Kurnaoja tee";"küla";"0";"9999";"75304"
"Harju";"Rae";"Järveküla";"Leerimäe põik";"küla";"0";"9999";"75304"
"Harju";"Rae";"Järveküla";"Liiva tee";"küla";"0";"9999";"75304"
"Harju";"Rae";"Jüri";"Loo";"alevik";"0";"9999";"75301"
"Harju";"Rae";"Jüri";"Ujula tee";"alevik";"0";"9999";"75301"
"Harju";"Jõelähtme";"Kaberneeme";"Liiva tee";"küla";"0";"9999";"74211"
"Harju";"Jõelähtme";"Kaberneeme";"Kaberneeme tee";"küla";"0";"9999";"74211"
"Harju";"Rae";"Kadaka";"Mäe Hansu tee";"küla";"0";"9999";"75324"
"Harju";"Rae";"Kadaka";"Metsa tee";"küla";"0";"9999";"75324"
"Harju";"Jõelähtme";"Kallavere";"Nuudi tee";"küla";"0";"9999";"74114"
"Harju";"Jõelähtme";"Kallavere";"Vanapere tee";"küla";"0";"9999";"74114"
"Harju";"Saku";"Kanama";"Ehatamme tee";"küla";"0";"9999";"76405"
"Harju";"Saku";"Kanama";"Lageda tee";"küla";"0";"9999";"76405"
"Harju";"Harku";"Liikva";"Jõe põik";"küla";"0";"9999";"76921"
"Harju";"Harku";"Liikva";"Jõe tee";"küla";"0";"9999";"76921"
"Harju";"Harku";"Liikva";"Nurmiku";"küla";"0";"9999";"76921"
"Harju";"Harku";"Liikva";"Otsa";"küla";"0";"9999";"76921"
"Harju";"Harku";"Liikva";"Otsa põik";"küla";"0";"9999";"76921"
"Harju";"Harku";"Liikva";"Miko";"küla";"0";"9999";"76921"
"Harju";"Harku";"Liikva";"Kurma";"küla";"0";"9999";"76921"
"Harju";"Harku";"Liikva";"Kaasiku";"küla";"0";"9999";"76921"
"Harju";"Harku";"Liikva";"Kopli tee";"küla";"0";"9999";"76921"
"Harju";"Harku";"Liikva";"Puukooli tee";"küla";"0";"9999";"76921"
"Harju";"Harku";"Liikva";"Kõrgendiku tee";"küla";"0";"9999";"76921"
"Harju";"";"Tallinn";"A. Weizenbergi";"linn";"20A";"20A";"10150"
"Harju";"Rae";"Peetri";"Suurekivi põik";"küla";"0";"9999";"75312"
"Harju";"Rae";"Peetri";"Suurekivi tee";"küla";"0";"9999";"75312"
"Harju";"Harku";"Naage";"Tuuliku talu";"küla";"0";"0";"76919"
"Harju";"Viimsi";"Randvere";"Tammekivi põik";"küla";"0";"9999";"74016"
"Harju";"";"Saue";"Viigimarja";"linn";"0";"9999";"76505"
"Harju";"Harku";"Muraste";"Hindreku";"küla";"0";"9999";"76905"
"Harju";"Rae";"Peetri";"Küti tee";"küla";"0";"9999";"75312"
"Harju";"Rae";"Peetri";"Uusmaa tee";"küla";"0";"9999";"75312"
"Harju";"";"Saue";"Uusaru põik";"linn";"0";"9999";"76505"
"Harju";"Harku";"Muraste";"Merekindluse";"küla";"0";"9999";"76905"
"Harju";"Kose";"Kose";"Alu põik";"alevik";"0";"9999";"75101"
"Harju";"Rae";"Lehmja";"Taevavärava tee";"küla";"0";"9999";"75306"
"Harju";"Rae";"Lehmja";"Sinikivi tee";"küla";"0";"9999";"75306"
"Harju";"Rae";"Lehmja";"Loomäe tee";"küla";"0";"9999";"75306"
"Harju";"Rae";"Lehmja";"Kurekivi";"küla";"0";"9999";"75306"
"Harju";"";"Tallinn";"Pärnaõie tee";"linn";"0";"9999";"11914"
"Harju";"Rae";"Järveküla";"Täksi tee";"küla";"0";"9999";"75304"
"Harju";"Rae";"Assaku";"Turu tee";"alevik";"0";"9999";"75301"
"Harju";"Rae";"Assaku";"Turuveski tee";"alevik";"0";"9999";"75301"
"Harju";"Rae";"Assaku";"Põrguvälja tee";"alevik";"0";"9999";"75301"
"Harju";"Harku";"Muraste";"Okka";"küla";"0";"9999";"76905"
"Harju";"Harku";"Muraste";"Paju";"küla";"0";"9999";"76905"
"Harju";"Harku";"Muraste";"Pangapealse";"küla";"0";"9999";"76905"
"Harju";"Keila";"Kloogaranna";"Metsaotsa tee";"küla";"0";"9999";"76708"
